signal_date,target_date,source_page_start,level,role,level_type,source_doc,source_excerpt,notes,is_exact_institutional_reference
2026-09-11,2026-09-15,23,23677.0,resistance,institutional_breakout,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Major hurdle 23,500; further confirmation above 23,677; support 23,200-23,300, specifically 23,300 closing stop.",,True
2026-09-11,2026-09-15,23,23200.0,support,technical_zone,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Major hurdle 23,500; further confirmation above 23,677; support 23,200-23,300, specifically 23,300 closing stop.",,False
2026-09-11,2026-09-15,23,23300.0,support,technical_zone,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Major hurdle 23,500; further confirmation above 23,677; support 23,200-23,300, specifically 23,300 closing stop.",,False
2026-09-15,2026-09-16,36,23584.0,resistance,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Sharp rejection near institutional resistance 23,584; breakdown below 23,200; downside 23,028, 22,927, 22,805; resistance 23,200/23,300/23,400.",,True
2026-09-15,2026-09-16,36,23200.0,resistance,role_flipped_support,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Sharp rejection near institutional resistance 23,584; breakdown below 23,200; downside 23,028, 22,927, 22,805; resistance 23,200/23,300/23,400.",,False
2026-09-15,2026-09-16,36,23300.0,resistance,technical,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Sharp rejection near institutional resistance 23,584; breakdown below 23,200; downside 23,028, 22,927, 22,805; resistance 23,200/23,300/23,400.",,False
2026-09-15,2026-09-16,36,23400.0,resistance,technical,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Sharp rejection near institutional resistance 23,584; breakdown below 23,200; downside 23,028, 22,927, 22,805; resistance 23,200/23,300/23,400.",,False
2026-09-15,2026-09-16,36,23028.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Sharp rejection near institutional resistance 23,584; breakdown below 23,200; downside 23,028, 22,927, 22,805; resistance 23,200/23,300/23,400.",,True
2026-09-15,2026-09-16,36,22927.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Sharp rejection near institutional resistance 23,584; breakdown below 23,200; downside 23,028, 22,927, 22,805; resistance 23,200/23,300/23,400.",,True
2026-09-15,2026-09-16,36,22805.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Sharp rejection near institutional resistance 23,584; breakdown below 23,200; downside 23,028, 22,927, 22,805; resistance 23,200/23,300/23,400.",,True
2026-09-16,2026-09-17,44,23100.0,support,technical_zone,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support 23,100-23,200; upside breakout above 23,200, 23,300, and 23,441.",,False
2026-09-16,2026-09-17,44,23200.0,support,technical_zone,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support 23,100-23,200; upside breakout above 23,200, 23,300, and 23,441.",,False
2026-09-16,2026-09-17,44,23300.0,resistance,technical_breakout,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support 23,100-23,200; upside breakout above 23,200, 23,300, and 23,441.",,False
2026-09-16,2026-09-17,44,23441.0,resistance,institutional_breakout,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support 23,100-23,200; upside breakout above 23,200, 23,300, and 23,441.",,True
